imageid,Category,,,,,
101165,Partial,,,,,
101166,Partial,,,,,
101167,Partial,,,,,
101168,Partial,,,,,
101169,Partial,,,,,
101170,Partial,,,,,
101171,Untagged,,,,,
101172,Partial,,,,,
101173,Partial,,,,,
101174,No objects,,,,,
101175,Partial,,,,,
101176,No objects,,,,,
101177,Partial,,,,,
101178,Partial,,,,,
101179,Partial,,,,,
101180,Partial,,,,,
101181,Partial,,,,,
101182,Partial,,,,,
101183,Partial,,,,,
101184,Partial,,,,,
101185,Partial,,,,,
101186,No objects,,,,,
101187,Partial,,,,,
101188,Partial,,,,,
101189,Partial,,,,,
101190,Partial,,,,,
101191,Partial,,,,,
101192,No objects,,,,,
101193,Partial,,,,,
101194,Partial,,,,,
101195,Partial,,,,,
101196,Partial,,,,,
101197,Partial,,,,,
101198,Partial,,,,,
101199,No objects,,,,,
101200,Partial,,,,,
101201,No objects,,,,,
101202,Partial,,,,,
101203,No objects,,,,,
101204,Partial,,,,,
101205,Partial,,,,,
101206,Partial,,,,,
101207,Partial,,,,,
101208,No objects,,,,,
101209,Partial,,,,,
101210,No objects,,,,,
101211,Partial,,,,,
101212,No objects,,,,,
101213,No objects,,,,,
101214,No objects,,,,,
101215,Partial,,,,,
101216,No objects,,,,,
101217,Partial,,,,,
101218,No objects,,,,,
101219,No objects,,,,,
101220,Partial,,,,,
101221,Partial,,,,,
101222,No objects,,,,,
101223,No objects,,,,,
101224,No objects,,,,,
101225,No objects,,,,,
101226,No objects,,,,,
101227,No objects,,,,,
101228,Partial,,,,,
101229,Partial,,,,,
101230,No objects,,,,,
101231,No objects,,,,,
101232,No objects,,,,,
101233,Partial,,,,,
101234,No objects,,,,,
101235,No objects,,,,,
101236,No objects,,,,,
101237,Partial,,,,,
101238,Partial,,,,,
101239,Partial,,,,,
101240,Partial,,,,,
101241,Partial,,,,,
101242,Partial,,,,,
101243,Partial,,,,,
101245,No objects,,,,,
101246,Partial,,,,,
101247,Partial,,,,,
101248,Partial,,,,,
101249,Partial,,,,,
101250,Partial,,,,,
101251,Partial,,,,,
101252,Partial,,,,,
101253,Partial,,,,,
101254,Partial,,,,,
101255,Partial,,,,,
101256,No objects,,,,,
101257,No objects,,,,,
101258,No objects,,,,,
101259,No objects,,,,,
101260,No objects,,,,,
101261,Partial,,,,,
101262,No objects,,,,,
101263,No objects,,,,,
101264,No objects,,,,,
101265,No objects,,,,,
101266,No objects,,,,,
101267,No objects,,,,,
101268,No objects,,,,,
101269,No objects,,,,,
101270,No objects,,,,,
101271,No objects,,,,,
101272,Partial,,,,,
101273,No objects,,,,,
101274,No objects,,,,,
101275,No objects,,,,,
101276,No objects,,,,,
101277,No objects,,,,,
101278,No objects,,,,,
101279,No objects,,,,,
101280,No objects,,,,,
101281,No objects,,,,,
101282,No objects,,,,,
101283,Partial,,,,,
101284,No objects,,,,,
101285,No objects,,,,,
101286,No objects,,,,,
101287,Partial,,,,,
101288,Partial,,,,,
101289,Partial,,,,,
101290,Partial,,,,,
101291,Partial,,,,,
101292,Partial,,,,,
101293,Partial,,,,,
101294,Partial,,,,,
101295,Partial,,,,,
101296,Partial,,,,,
101297,No objects,,,,,
101298,Partial,,,,,
101299,Partial,,,,,
101300,Partial,,,,,
101301,Partial,,,,,
101302,Partial,,,,,
101303,Partial,,,,,
101304,Partial,,,,,
101305,Partial,,,,,
101306,Partial,,,,,
101307,Partial,,,,,
101308,No objects,,,,,
101309,Partial,,,,,
101310,Partial,,,,,
101311,Partial,,,,,
101312,Partial,,,,,
101313,Partial,,,,,
101314,Partial,,,,,
101315,Partial,,,,,
101316,Partial,,,,,
101317,Partial,,,,,
101318,Partial,,,,,
101319,Partial,,,,,
101320,No objects,,,,,
101321,Partial,,,,,
101322,No objects,,,,,
101323,Partial,,,,,
101324,Partial,,,,,
101325,Partial,,,,,
101326,Partial,,,,,
101327,Partial,,,,,
101328,Partial,,,,,
101329,Partial,,,,,
101330,Partial,,,,,
101331,No objects,,,,,
101332,Partial,,,,,
101333,Partial,,,,,
101334,Partial,,,,,
101335,Partial,,,,,
101336,Partial,,,,,
101337,Partial,,,,,
101338,Partial,,,,,
101339,Partial,,,,,
101340,Partial,,,,,
101341,Partial,,,,,
101342,Partial,,,,,
101343,Partial,,,,,
101344,Partial,,,,,
101345,Partial,,,,,
101346,Partial,,,,,
101347,No objects,,,,,
101348,Partial,,,,,
101349,Partial,,,,,
101350,Partial,,,,,
101351,Partial,,,,,
101352,Partial,,,,,
101353,Partial,,,,,
101354,Partial,,,,,
101355,No objects,,,,,
101356,No objects,,,,,
101357,No objects,,,,,
101358,Partial,,,,,
101359,Partial,,,,,
101360,Partial,,,,,
101361,Partial,,,,,
101362,Partial,,,,,
101363,Partial,,,,,
101364,Partial,,,,,
101365,Partial,,,,,
101366,Partial,,,,,
101367,Partial,,,,,
101368,Partial,,,,,
101369,Partial,,,,,
101370,Partial,,,,,
101371,Partial,,,,,
101372,Partial,,,,,
101373,Partial,,,,,
101374,Partial,,,,,
101375,No objects,,,,,
101376,No objects,,,,,
101377,No objects,,,,,
101378,No objects,,,,,
101379,No objects,,,,,
101380,No objects,,,,,
101381,No objects,,,,,
101382,No objects,,,,,
101383,No objects,,,,,
101384,No objects,,,,,
101385,No objects,,,,,
101386,No objects,,,,,
101387,No objects,,,,,
101388,No objects,,,,,
101389,No objects,,,,,
101390,No objects,,,,,
101391,No objects,,,,,
101392,No objects,,,,,
101393,No objects,,,,,
101394,No objects,,,,,
101395,No objects,,,,,
101396,No objects,,,,,
101397,No objects,,,,,
101398,No objects,,,,,
101399,No objects,,,,,
101400,No objects,,,,,
101401,No objects,,,,,
101402,No objects,,,,,
101403,No objects,,,,,
101404,No objects,,,,,
101405,No objects,,,,,
101406,No objects,,,,,
101407,No objects,,,,,
101408,No objects,,,,,
101409,No objects,,,,,
101410,No objects,,,,,
101411,No objects,,,,,
101412,No objects,,,,,
101413,No objects,,,,,
101414,No objects,,,,,
101415,No objects,,,,,
101416,No objects,,,,,
101417,No objects,,,,,
101418,No objects,,,,,
101419,No objects,,,,,
101420,No objects,,,,,
101421,No objects,,,,,
101422,No objects,,,,,
101423,No objects,,,,,
101424,No objects,,,,,
101425,No objects,,,,,
101426,No objects,,,,,
101427,No objects,,,,,
101428,No objects,,,,,
101429,No objects,,,,,
101430,No objects,,,,,
101431,No objects,,,,,
101432,No objects,,,,,
101433,No objects,,,,,
101434,No objects,,,,,
101435,No objects,,,,,
101436,No objects,,,,,
101437,Partial,,,,,
101438,No objects,,,,,
101439,No objects,,,,,
101440,No objects,,,,,
101441,No objects,,,,,
101442,No objects,,,,,
101443,No objects,,,,,
101444,No objects,,,,,
101445,No objects,,,,,
101446,No objects,,,,,
101447,No objects,,,,,
101448,No objects,,,,,
101449,No objects,,,,,
101450,No objects,,,,,
101451,No objects,,,,,
101452,No objects,,,,,
101453,No objects,,,,,
101454,No objects,,,,,
101455,No objects,,,,,
101456,No objects,,,,,
101457,No objects,,,,,
101458,No objects,,,,,
101459,No objects,,,,,
101460,No objects,,,,,
101461,No objects,,,,,
101462,No objects,,,,,
101463,No objects,,,,,
101464,No objects,,,,,
101465,No objects,,,,,
101466,No objects,,,,,
101467,No objects,,,,,
101468,No objects,,,,,
101469,Partial,,,,,
101470,No objects,,,,,
101471,No objects,,,,,
101472,No objects,,,,,
101473,Partial,,,,,
101474,No objects,,,,,
101475,Partial,,,,,
101476,Partial,,,,,
101477,No objects,,,,,
101478,No objects,,,,,
101479,No objects,,,,,
101480,Partial,,,,,
101481,Partial,,,,,
101482,No objects,,,,,
101483,No objects,,,,,
101484,No objects,,,,,
101485,No objects,,,,,
101486,Partial,,,,,
101487,No objects,,,,,
101488,No objects,,,,,
101489,No objects,,,,,
101490,No objects,,,,,
101491,No objects,,,,,
101492,No objects,,,,,
101493,No objects,,,,,
101494,No objects,,,,,
101495,No objects,,,,,
101496,No objects,,,,,
101497,No objects,,,,,
101498,No objects,,,,,
101499,No objects,,,,,
101500,No objects,,,,,
101501,No objects,,,,,
101502,No objects,,,,,
101503,No objects,,,,,
101504,No objects,,,,,
101505,No objects,,,,,
101506,No objects,,,,,
101507,No objects,,,,,
101508,No objects,,,,,
101509,No objects,,,,,
101510,No objects,,,,,
101511,No objects,,,,,
101512,No objects,,,,,
101513,No objects,,,,,
101514,No objects,,,,,
101515,No objects,,,,,
101516,No objects,,,,,
101517,No objects,,,,,
101518,No objects,,,,,
101519,No objects,,,,,
101520,No objects,,,,,
101521,No objects,,,,,
101522,No objects,,,,,
101523,No objects,,,,,
101524,No objects,,,,,
101525,No objects,,,,,
101526,No objects,,,,,
101527,No objects,,,,,
101528,No objects,,,,,
101529,No objects,,,,,
101530,No objects,,,,,
101531,No objects,,,,,
101532,No objects,,,,,
101533,No objects,,,,,
101534,No objects,,,,,
101535,No objects,,,,,
101536,No objects,,,,,
101537,No objects,,,,,
101538,No objects,,,,,
101539,No objects,,,,,
101540,No objects,,,,,
101541,No objects,,,,,
101542,No objects,,,,,
101543,No objects,,,,,
101544,No objects,,,,,
101545,No objects,,,,,
101546,No objects,,,,,
101547,No objects,,,,,
101548,No objects,,,,,
101549,No objects,,,,,
101550,No objects,,,,,
101551,No objects,,,,,
101552,No objects,,,,,
101553,No objects,,,,,
101554,No objects,,,,,
101555,No objects,,,,,
101556,Partial,,,,,
101557,Partial,,,,,
101558,Partial,,,,,
101559,Partial,,,,,
101560,No objects,,,,,
101561,No objects,,,,,
101562,Partial,,,,,
101563,Partial,,,,,
101564,No objects,,,,,
101565,No objects,,,,,
101566,Partial,,,,,
101567,No objects,,,,,
101568,No objects,,,,,
101569,No objects,,,,,
101570,Partial,,,,,
101571,No objects,,,,,
101572,No objects,,,,,
101573,No objects,,,,,
101574,No objects,,,,,
101575,No objects,,,,,
101576,No objects,,,,,
101577,Partial,,,,,
101578,Partial,,,,,
101579,Partial,,,,,
101580,No objects,,,,,
101581,No objects,,,,,
101582,Partial,,,,,
101583,No objects,,,,,
101584,No objects,,,,,
101585,Partial,,,,,
101586,No objects,,,,,
101587,Partial,,,,,
101588,No objects,,,,,
101589,No objects,,,,,
101590,Partial,,,,,
101591,Partial,,,,,
101592,No objects,,,,,
101593,No objects,,,,,
101594,No objects,,,,,
101595,No objects,,,,,
101596,No objects,,,,,
101597,Partial,,,,,
101598,No objects,,,,,
101599,No objects,,,,,
101600,No objects,,,,,
101601,No objects,,,,,
101602,Partial,,,,,
101603,Partial,,,,,
101604,No objects,,,,,
101605,No objects,,,,,
101606,No objects,,,,,
101607,No objects,,,,,
101608,Partial,,,,,
101609,No objects,,,,,
101610,No objects,,,,,
101611,No objects,,,,,
101612,Partial,,,,,
101613,No objects,,,,,
101614,No objects,,,,,
101615,Partial,,,,,
101616,Partial,,,,,
101617,No objects,,,,,
101618,Partial,,,,,
101619,Partial,,,,,
101620,Partial,,,,,
101621,Partial,,,,,
101622,No objects,,,,,
101623,Partial,,,,,
101624,Partial,,,,,
101625,Partial,,,,,
101626,Partial,,,,,
101627,Partial,,,,,
101628,Partial,,,,,
101629,Partial,,,,,
101630,Partial,,,,,
101631,No objects,,,,,
101632,Partial,,,,,
101633,Partial,,,,,
101634,Partial,,,,,
101635,Partial,,,,,
101636,Partial,,,,,
101637,Partial,,,,,
101638,Partial,,,,,
101639,Partial,,,,,
101640,No objects,,,,,
101641,Partial,,,,,
101642,Partial,,,,,
101643,Partial,,,,,
101644,No objects,,,,,
101645,Partial,,,,,
101646,Partial,,,,,
101647,No objects,,,,,
101648,No objects,,,,,
101649,Partial,,,,,
101650,Partial,,,,,
101651,Partial,,,,,
101652,Partial,,,,,
101653,No objects,,,,,
101654,Partial,,,,,
101655,Partial,,,,,
101656,Partial,,,,,
101657,No objects,,,,,
101658,Partial,,,,,
101659,Partial,,,,,
101660,Partial,,,,,
101661,No objects,,,,,
101662,No objects,,,,,
101663,Partial,,,,,
101664,No objects,,,,,
101665,No objects,,,,,
101666,No objects,,,,,
101667,Partial,,,,,
101668,No objects,,,,,
101669,No objects,,,,,
101670,Partial,,,,,
101671,Partial,,,,,
101672,Partial,,,,,
101673,No objects,,,,,
101674,No objects,,,,,
101675,No objects,,,,,
101676,Partial,,,,,
101677,No objects,,,,,
101678,No objects,,,,,
101679,Partial,,,,,
101680,Partial,,,,,
101681,No objects,,,,,
101682,No objects,,,,,
101683,Partial,,,,,
101684,Partial,,,,,
101685,Partial,,,,,
101686,Partial,,,,,
101687,Partial,,,,,
101688,No objects,,,,,
101689,No objects,,,,,
101690,No objects,,,,,
101691,No objects,,,,,
101692,No objects,,,,,
101693,Partial,,,,,
101694,No objects,,,,,
101695,No objects,,,,,
101696,No objects,,,,,
101697,No objects,,,,,
101698,No objects,,,,,
101699,No objects,,,,,
101700,No objects,,,,,
101701,No objects,,,,,
101702,No objects,,,,,
101703,No objects,,,,,
101704,Partial,,,,,
101705,No objects,,,,,
101706,No objects,,,,,
101707,No objects,,,,,
101708,No objects,,,,,
101709,No objects,,,,,
101710,No objects,,,,,
101711,No objects,,,,,
101712,No objects,,,,,
101713,No objects,,,,,
101714,No objects,,,,,
101715,Partial,,,,,
101716,No objects,,,,,
101717,No objects,,,,,
101718,No objects,,,,,
101719,No objects,,,,,
101720,No objects,,,,,
101721,No objects,,,,,
101722,No objects,,,,,
101723,No objects,,,,,
101724,No objects,,,,,
101725,No objects,,,,,
101726,Partial,,,,,
101727,Partial,,,,,
101728,No objects,,,,,
101729,No objects,,,,,
101730,No objects,,,,,
101731,No objects,,,,,
101732,No objects,,,,,
101733,No objects,,,,,
101734,No objects,,,,,
101735,No objects,,,,,
101736,No objects,,,,,
101737,Partial,,,,,
101738,Partial,,,,,
101739,Partial,,,,,
101740,No objects,,,,,
101741,Untagged,,,,,
101742,Partial,,,,,
101743,Partial,,,,,
101744,Partial,,,,,
101745,No objects,,,,,
101746,Partial,,,,,
101747,Partial,,,,,
101748,Partial,,,,,
101749,Partial,,,,,
101750,Partial,,,,,
101751,Partial,,,,,
101752,Partial,,,,,
101753,Partial,,,,,
101754,Partial,,,,,
101755,Partial,,,,,
101756,No objects,,,,,
101757,Partial,,,,,
101758,Partial,,,,,
101759,Partial,,,,,
101760,Partial,,,,,
101761,No objects,,,,,
101762,Partial,,,,,
101763,Partial,,,,,
101764,Partial,,,,,
101765,No objects,,,,,
101766,Partial,,,,,
101767,No objects,,,,,
101768,Partial,,,,,
101769,Partial,,,,,
101770,No objects,,,,,
101771,Partial,,,,,
101772,Partial,,,,,
101773,Partial,,,,,
101774,Partial,,,,,
101775,Partial,,,,,
101776,Partial,,,,,
101777,Partial,,,,,
101778,Partial,,,,,
101779,Partial,,,,,
101780,Partial,,,,,
101781,Partial,,,,,
101782,Partial,,,,,
101783,Partial,,,,,
101784,Partial,,,,,
101785,Partial,,,,,
101786,Partial,,,,,
101787,Partial,,,,,
101788,Partial,,,,,
101789,Partial,,,,,
101790,Partial,,,,,
101791,Partial,,,,,
101792,Partial,,,,,
101793,Partial,,,,,
101794,Partial,,,,,
101795,Partial,,,,,
101796,Partial,,,,,
101797,Partial,,,,,
101798,Partial,,,,,
101799,Partial,,,,,
101800,Partial,,,,,
101801,Partial,,,,,
101802,Partial,,,,,
101803,No objects,,,,,
101804,Partial,,,,,
101805,Partial,,,,,
101806,Partial,,,,,
101807,Partial,,,,,
101808,Partial,,,,,
101809,Partial,,,,,
101810,Partial,,,,,
101811,Partial,,,,,
101812,Partial,,,,,
101813,Partial,,,,,
101814,Partial,,,,,
101815,Partial,,,,,
101816,Partial,,,,,
101817,Partial,,,,,
101818,Partial,,,,,
101819,No objects,,,,,
101820,Partial,,,,,
101821,Partial,,,,,
101822,Partial,,,,,
101823,No objects,,,,,
101824,No objects,,,,,
101825,No objects,,,,,
101826,No objects,,,,,
101827,No objects,,,,,
101828,No objects,,,,,
101829,No objects,,,,,
101830,No objects,,,,,
101831,No objects,,,,,
101832,No objects,,,,,
101833,No objects,,,,,
101834,No objects,,,,,
101835,No objects,,,,,
101836,No objects,,,,,
101837,No objects,,,,,
101838,No objects,,,,,
101839,No objects,,,,,
101840,No objects,,,,,
101841,No objects,,,,,
101842,No objects,,,,,
101843,No objects,,,,,
101844,No objects,,,,,
101845,No objects,,,,,
101846,No objects,,,,,
101847,No objects,,,,,
101848,No objects,,,,,
101849,No objects,,,,,
101850,No objects,,,,,
101851,No objects,,,,,
101852,No objects,,,,,
101853,No objects,,,,,
101854,No objects,,,,,
101855,No objects,,,,,
101856,No objects,,,,,
101857,No objects,,,,,
101858,No objects,,,,,
101859,No objects,,,,,
101860,No objects,,,,,
101861,No objects,,,,,
101862,No objects,,,,,
101863,No objects,,,,,
101864,No objects,,,,,
101865,No objects,,,,,
101866,No objects,,,,,
101867,No objects,,,,,
101868,No objects,,,,,
101869,No objects,,,,,
101870,No objects,,,,,
101871,No objects,,,,,
101872,No objects,,,,,
101873,No objects,,,,,
101874,No objects,,,,,
101875,No objects,,,,,
101876,No objects,,,,,
101877,No objects,,,,,
101878,No objects,,,,,
101879,No objects,,,,,
101880,No objects,,,,,
101881,No objects,,,,,
101882,No objects,,,,,
101883,No objects,,,,,
101884,No objects,,,,,
101885,No objects,,,,,
101886,No objects,,,,,
101887,No objects,,,,,
101888,No objects,,,,,
101889,No objects,,,,,
101890,No objects,,,,,
101891,No objects,,,,,
101892,No objects,,,,,
101893,No objects,,,,,
101894,No objects,,,,,
101895,No objects,,,,,
101896,No objects,,,,,
101897,No objects,,,,,
101898,No objects,,,,,
101899,No objects,,,,,
101900,No objects,,,,,
101901,No objects,,,,,
101902,No objects,,,,,
101903,No objects,,,,,
101904,No objects,,,,,
101905,No objects,,,,,
101906,No objects,,,,,
101907,No objects,,,,,
101908,No objects,,,,,
101909,No objects,,,,,
101910,No objects,,,,,
101911,No objects,,,,,
101912,No objects,,,,,
101913,No objects,,,,,
101914,No objects,,,,,
101915,No objects,,,,,
101916,No objects,,,,,
101917,No objects,,,,,
101918,Partial,,,,,
101919,Partial,,,,,
101920,No objects,,,,,
101921,No objects,,,,,
101922,No objects,,,,,
101923,No objects,,,,,
101924,Partial,,,,,
101925,Partial,,,,,
101926,No objects,,,,,
101927,No objects,,,,,
101928,No objects,,,,,
101929,Partial,,,,,
101930,No objects,,,,,
101931,No objects,,,,,
101932,No objects,,,,,
101933,No objects,,,,,
101934,No objects,,,,,
101935,No objects,,,,,
101936,No objects,,,,,
101937,No objects,,,,,
101938,No objects,,,,,
101939,No objects,,,,,
101940,No objects,,,,,
101941,No objects,,,,,
101942,No objects,,,,,
101943,No objects,,,,,
101944,No objects,,,,,
101945,No objects,,,,,
101946,No objects,,,,,
101947,No objects,,,,,
101948,No objects,,,,,
101949,No objects,,,,,
101950,No objects,,,,,
101951,No objects,,,,,
101952,No objects,,,,,
101953,No objects,,,,,
101954,No objects,,,,,
101955,No objects,,,,,
101956,No objects,,,,,
101957,No objects,,,,,
101958,No objects,,,,,
101959,No objects,,,,,
101960,No objects,,,,,
101961,No objects,,,,,
101962,No objects,,,,,
101963,No objects,,,,,
101964,No objects,,,,,
101965,No objects,,,,,
101966,No objects,,,,,
101967,No objects,,,,,
101968,No objects,,,,,
101969,No objects,,,,,
101970,No objects,,,,,
101971,No objects,,,,,
101972,No objects,,,,,
101973,No objects,,,,,
101974,No objects,,,,,
101975,No objects,,,,,
101976,No objects,,,,,
101977,No objects,,,,,
101978,No objects,,,,,
101979,No objects,,,,,
101980,No objects,,,,,
101981,No objects,,,,,
101982,No objects,,,,,
101983,No objects,,,,,
101984,No objects,,,,,
101985,No objects,,,,,
101986,No objects,,,,,
101987,No objects,,,,,
101988,No objects,,,,,
101989,No objects,,,,,
101990,No objects,,,,,
101991,No objects,,,,,
101992,No objects,,,,,
101993,No objects,,,,,
101994,No objects,,,,,
101995,No objects,,,,,
101996,No objects,,,,,
101997,No objects,,,,,
101998,No objects,,,,,
101999,No objects,,,,,
102000,No objects,,,,,
102001,Partial,,,,,
102002,Partial,,,,,
102003,Partial,,,,,
102004,Partial,,,,,
102005,Partial,,,,,
102006,No objects,,,,,
102007,Partial,,,,,
102008,No objects,,,,,
102009,Partial,,,,,
102010,No objects,,,,,
102011,Partial,,,,,
102012,No objects,,,,,
102013,Partial,,,,,
102014,Partial,,,,,
102015,Partial,,,,,
102016,Partial,,,,,
102017,Partial,,,,,
102018,Partial,,,,,
102019,No objects,,,,,
102020,No objects,,,,,
102021,Partial,,,,,
102022,No objects,,,,,
102023,Partial,,,,,
102024,Partial,,,,,
102025,Partial,,,,,
102026,No objects,,,,,
102027,Partial,,,,,
102028,No objects,,,,,
102029,Partial,,,,,
102030,No objects,,,,,
102031,No objects,,,,,
102032,No objects,,,,,
102033,No objects,,,,,
102034,Partial,,,,,
102035,Partial,,,,,
102036,No objects,,,,,
102037,No objects,,,,,
102038,No objects,,,,,
102039,No objects,,,,,
102040,No objects,,,,,
102041,No objects,,,,,
102042,No objects,,,,,
102043,No objects,,,,,
102044,No objects,,,,,
102045,Partial,,,,,
102046,No objects,,,,,
102047,No objects,,,,,
102048,Partial,,,,,
102049,Partial,,,,,
102050,No objects,,,,,
102051,No objects,,,,,
102052,Partial,,,,,
102053,Partial,,,,,
102054,No objects,,,,,
102055,No objects,,,,,
102056,No objects,,,,,
102057,Partial,,,,,
102058,Partial,,,,,
102059,No objects,,,,,
102060,Partial,,,,,
102061,Partial,,,,,
102062,No objects,,,,,
102063,Partial,,,,,
102064,Partial,,,,,
102065,Partial,,,,,
102066,No objects,,,,,
102067,No objects,,,,,
102068,Partial,,,,,
102069,Partial,,,,,
102070,No objects,,,,,
102071,No objects,,,,,
102072,Partial,,,,,
102073,Partial,,,,,
102074,No objects,,,,,
102075,No objects,,,,,
102076,No objects,,,,,
102077,No objects,,,,,
102078,No objects,,,,,
102079,No objects,,,,,
102080,No objects,,,,,
102081,No objects,,,,,
102082,No objects,,,,,
102083,No objects,,,,,
102084,No objects,,,,,
102085,No objects,,,,,
102086,No objects,,,,,
102087,No objects,,,,,
102088,No objects,,,,,
102089,No objects,,,,,
102090,No objects,,,,,
102091,No objects,,,,,
102092,No objects,,,,,
102093,No objects,,,,,
102094,No objects,,,,,
102095,No objects,,,,,
102096,No objects,,,,,
102097,No objects,,,,,
102098,No objects,,,,,
102099,No objects,,,,,
102100,No objects,,,,,
102101,No objects,,,,,
102102,No objects,,,,,
102103,No objects,,,,,
102104,No objects,,,,,
